# delta,gap,coarse,fine
0.000000000000000000e+00,2.883117888525665862e+00,3.372105024487398461e-04,2.339271815440810698e-01
2.000000000000000042e-03,-2.096385794114752343e-03,2.391102995693137299e-03,2.471863057718866052e-01
4.000000000000000083e-03,-4.196713583395350611e-03,2.212136370198828500e-02,2.927347951663834547e-01
6.000000000000000125e-03,6.300981608676536894e-03,9.714451465470119112e-18,1.709328162248651695e-01
8.000000000000000167e-03,-8.409188030150005488e-03,7.867304975035550874e-02,2.694610059802808322e-01
1.000000000000000021e-02,-1.052133092730578312e-02,3.314698770181163240e-02,2.428280686181725212e-01
1.200000000000000025e-02,-1.263740829881498939e-02,1.270068036935518285e-01,3.050613219663253495e-01
1.400000000000000029e-02,-1.475741806196850803e-02,4.834995928729212550e-02,2.290115312596794628e-01
1.600000000000000033e-02,-1.688135805261126166e-02,2.640210859256591006e-02,2.226899059016013427e-01
1.800000000000000211e-02,-1.900922602460219935e-02,1.482109515591228943e-02,2.729171575084935464e-01
2.000000000000000042e-02,2.114101964996351057e-02,5.551115123125783010e-18,1.685598529680239488e-01
2.199999999999999872e-02,-2.327673651812389721e-02,6.622890652779653275e-02,2.485470142008575356e-01
2.400000000000000050e-02,-2.541637413588304639e-02,3.469931164387290773e-04,2.332268382558536080e-01
2.600000000000000228e-02,-2.755992992708833356e-02,4.880247366583066043e-02,2.370559825588680058e-01
2.800000000000000058e-02,-2.970740123242698871e-02,1.660467456717719670e-01,2.871690856770091616e-01
2.999999999999999889e-02,3.185878530911878670e-02,2.081668171172168436e-18,1.668830902232157076e-01
3.200000000000000067e-02,3.401407933060340838e-02,1.942890293094023822e-17,1.665497519584264174e-01
3.400000000000000244e-02,-3.617328038644096466e-02,2.985853095150936554e-02,2.816836993511026566e-01
3.600000000000000422e-02,-3.833638548176310223e-02,7.115487418475242853e-02,2.290807787664453088e-01
3.799999999999999906e-02,4.050339153735116327e-02,1.387778780781445676e-17,1.655540390044100973e-01
4.000000000000000083e-02,-4.267429538921163612e-02,4.384423967509319675e-02,2.582348389663974841e-01
4.200000000000000261e-02,-4.484909378835943983e-02,9.779121463557766125e-02,2.899170404875375806e-01
4.399999999999999745e-02,-4.702778340059232676e-02,1.895918329587988893e-01,2.987962508244106363e-01
4.599999999999999922e-02,4.921036080617291475e-02,1.734723475976807094e-18,1.642370355315976860e-01
4.800000000000000100e-02,-5.139682249988730689e-02,2.796490211877795604e-02,2.162460864955019491e-01
5.000000000000000278e-02,5.358716489030079799e-02,1.231653667943532975e-17,1.635833637281721153e-01
5.200000000000000455e-02,-5.578138430012735682e-02,1.540702298150017913e-01,2.994999981875049455e-01
5.399999999999999939e-02,-5.797947696546934537e-02,3.129346883032358556e-02,2.733032396818557141e-01
5.600000000000000117e-02,-6.018143903616923751e-02,8.466288871113573922e-02,2.554047760008824053e-01
5.800000000000000294e-02,-6.238726657476156845e-02,9.402855945272096949e-02,2.564536778963519281e-01
5.999999999999999778e-02,-6.459695555734157324e-02,6.165558374024551064e-02,2.195600440767505324e-01
6.199999999999999956e-02,-6.681050187255799244e-02,4.495544963720284060e-02,2.126535327359176386e-01
