# delta,gap,coarse,fine
0.000000000000000000e+00,-1.776356839400250465e-14,1.211146378525947281e-01,1.597670414219744539e-01
2.000000000000000042e-03,3.552713678800500929e-15,8.760543819883087613e-02,4.233149214806099930e-02
4.000000000000000083e-03,-2.000160989394816013e+00,3.738587495249218184e-02,3.541404254627660703e-02
6.000000000000000125e-03,-1.740829702612245455e-13,2.125472276823835160e-02,2.591368695659352142e-02
8.000000000000000167e-03,-2.664535259100375697e-14,9.336768365912063994e-02,3.253239684860530223e-02
1.000000000000000021e-02,1.953992523340275511e-14,4.565812451667839583e-02,3.639771787876652787e-02
1.200000000000000025e-02,-4.796163466380676255e-14,3.326161898325969563e-02,2.946345416598576336e-02
1.400000000000000029e-02,-3.375077994860475883e-14,1.520607219869597460e-01,3.572616677559015824e-02
1.600000000000000033e-02,-1.065814103640150279e-14,4.274027120724450679e-01,2.964885646257801877e-02
1.800000000000000211e-02,-1.065814103640150279e-14,1.383202681844053483e-01,4.006495454708737525e-02
2.000000000000000042e-02,-2.664535259100375697e-14,1.473369604220834961e-01,3.272927633938380737e-02
2.199999999999999872e-02,-9.769962616701377556e-14,8.129469385924385783e-02,3.483704459635248579e-02
2.400000000000000050e-02,-3.552713678800500929e-15,1.239296124003405192e-01,3.731788444152152329e-02
2.600000000000000228e-02,4.739467231620686505e-02,1.681655708929613302e-01,3.762853306224366728e-02
2.800000000000000058e-02,3.907985046680551022e-14,1.597524903991139611e-01,3.551510379402433165e-02
2.999999999999999889e-02,5.470781785491141136e-02,9.365019498017211619e-02,3.756104004538714930e-02
3.200000000000000067e-02,-6.217248937900876626e-14,2.885966419239528388e-02,3.593585721223190727e-02
3.400000000000000244e-02,6.202674182667955449e-02,1.597887240748198379e-02,3.068240222944461706e-02
3.600000000000000422e-02,-4.085620730620576069e-14,6.870656104583250379e-02,4.384121916577360389e-02
3.799999999999999906e-02,2.309263891220325604e-14,7.453545557589062731e-02,3.712601815118629633e-02
4.000000000000000083e-02,7.301596469321580685e-02,2.055857085501209755e-02,2.790641777101944554e-02
4.200000000000000261e-02,-3.375077994860475883e-14,7.330274244278034423e-02,3.103751098858916271e-02
4.399999999999999745e-02,8.034933942691147024e-02,9.810441189191564104e-02,3.667224076365312863e-02
4.599999999999999922e-02,1.243449787580175325e-14,2.881534405328810000e-01,3.576013975890716262e-02
4.800000000000000100e-02,-6.217248937900876626e-14,5.202068108304611777e-02,3.599359684148451671e-02
5.000000000000000278e-02,9.136024339116488591e-02,1.194078826193312598e-01,3.936613184983474983e-02
5.200000000000000455e-02,7.283063041541026905e-14,1.867126344661945367e-02,4.094650422147300822e-02
5.399999999999999939e-02,9.870807546079696237e-02,2.657541979962647558e-02,2.747665683592951172e-02
5.600000000000000117e-02,3.375077994860475883e-14,3.688799838316873109e-02,3.835211923411870755e-02
