#delta,gap,coarse,fine
0.000000000000000000e+00,1.699092799459542391e+00,1.389134033497052556e-19,2.817921443104574042e-01
6.000000000000000125e-03,1.699129128151035673e+00,1.180043950467328517e-17,2.817187043238119637e-01
1.200000000000000025e-02,1.699164340526941430e+00,9.698527246061738882e-18,2.816448857588070842e-01
1.800000000000000211e-02,1.699198420468476911e+00,7.071031043678899231e-18,2.815706869229236964e-01
2.400000000000000050e-02,1.699231351670078993e+00,2.580909390283853133e-18,2.814961061271140652e-01
2.999999999999999889e-02,1.699263117636476750e+00,2.518228952187034908e-18,2.814211416861027160e-01
3.600000000000000422e-02,1.699293701681959590e+00,3.317828054395094428e-18,2.813457919187223322e-01
4.200000000000000261e-02,1.699323086927357451e+00,2.654601256694977263e-18,2.812700551482316125e-01
4.800000000000000100e-02,1.699351256299564739e+00,3.040848280642938217e-18,2.811939297026698203e-01
5.399999999999999939e-02,1.699378192528804732e+00,3.087435092741924736e-18,2.811174139151877416e-01
5.999999999999999778e-02,1.699403878146291902e+00,6.666149294891343668e-19,2.810405061244088953e-01
6.600000000000000311e-02,1.699428295483471629e+00,1.913870944321091616e-18,2.809632046747936318e-01
7.200000000000000844e-02,1.699451426669959631e+00,2.862124328772280846e-18,2.808855079170060054e-01
7.799999999999999989e-02,1.699473253630948477e+00,1.336702694062011365e-17,2.808074142082946367e-01
8.400000000000000522e-02,1.699493758086376261e+00,1.228155421871372777e-17,2.807289219128802360e-01
8.999999999999999667e-02,1.699512921547139399e+00,1.066837997066791277e-17,2.806500294023432374e-01
9.600000000000000200e-02,1.699530725315767654e+00,8.097634975751111241e-19,2.805707350560457947e-01
1.020000000000000073e-01,1.699547150482253244e+00,8.338192332771332538e-18,2.804910372615293523e-01
1.079999999999999988e-01,1.699562177923759521e+00,7.826584432629735133e-18,2.804109344149410821e-01
1.140000000000000041e-01,1.699575788301949331e+00,1.308665903507894024e-18,2.803304249214704225e-01
1.199999999999999956e-01,1.699587962060363111e+00,9.805253397415780725e-18,2.802495071957849526e-01
1.260000000000000009e-01,1.699598679424390468e+00,4.022982982984299460e-18,2.801681796624845844e-01
1.320000000000000062e-01,1.699607920397518512e+00,6.971504672376518941e-18,2.800864407565565317e-01
1.380000000000000115e-01,1.699615664760820266e+00,3.486811127372327346e-18,2.800042889238516519e-01
1.440000000000000169e-01,1.699621892069643536e+00,3.122586960052978200e-18,2.799217226215569010e-01
1.499999999999999944e-01,1.699626581652466939e+00,3.131480805999148354e-18,2.798387403186908262e-01
1.559999999999999998e-01,1.699629712609336707e+00,4.398218578617954511e-18,2.797553404966002799e-01
1.620000000000000051e-01,1.699631263809223469e+00,7.713929050644913188e-18,2.796715216494736200e-01
1.680000000000000104e-01,1.699631213888430636e+00,5.830974808898603534e-18,2.795872822848575745e-01
1.740000000000000158e-01,1.699629541248640408e+00,1.246578388474153809e-17,2.795026209241914250e-01
1.799999999999999933e-01,1.699626224054547663e+00,3.150962563785997261e-19,2.794175361033494620e-01
1.859999999999999987e-01,1.699621240233298636e+00,7.051549285892050323e-18,2.793320263731951525e-01
1.920000000000000040e-01,1.699614567470220550e+00,6.102448868493606793e-18,2.792460903001380834e-01
1.980000000000000093e-01,1.699606183209738219e+00,8.679123094041188424e-18,2.791597264667211586e-01
2.040000000000000147e-01,1.699596064650840788e+00,5.847068434896435241e-18,2.790729334721969712e-01
2.099999999999999922e-01,1.699584188747763847e+00,9.553684612081253524e-18,2.789857099331381485e-01
2.159999999999999976e-01,1.699570532204916162e+00,3.820118592116894529e-19,2.788980544840348741e-01
2.220000000000000029e-01,1.699555071478251023e+00,6.768640281509114009e-18,2.788099657779266605e-01
2.280000000000000082e-01,1.699537782771109562e+00,1.444318230010670223e-17,2.787214424870328444e-01
2.340000000000000135e-01,1.699518642033567062e+00,9.791700870259711920e-18,2.786324833034033999e-01
2.399999999999999911e-01,1.699497624959583675e+00,1.076494172665490301e-17,2.785430869395681963e-01
2.459999999999999964e-01,1.699474706986208616e+00,4.031876828930469614e-18,2.784532521292231166e-01
2.520000000000000018e-01,1.699449863291036422e+00,6.097366670810080991e-18,2.783629776279038515e-01
2.580000000000000071e-01,1.699423068790665070e+00,7.652519161968976413e-18,2.782722622136837298e-01
2.640000000000000124e-01,1.699394298138223292e+00,1.238362168885787096e-18,2.781811046878905347e-01
2.700000000000000178e-01,1.699363525723065038e+00,2.943439491708693678e-19,2.780895038758238180e-01
2.760000000000000231e-01,1.699330725667159925e+00,8.402566836762659364e-19,2.779974586274968074e-01
2.820000000000000284e-01,1.699295871824539006e+00,2.304776649478951223e-18,2.779049678183810324e-01
2.880000000000000338e-01,1.699258937779610790e+00,3.638006508457219956e-19,2.778120303501747101e-01
2.939999999999999836e-01,1.699219896843928268e+00,4.097098365869050740e-18,2.777186451515813448e-01
2.999999999999999889e-01,1.699178722056146285e+00,1.319931441706376218e-17,2.776248111790974860e-01
3.059999999999999942e-01,1.699135386179911222e+00,4.341467371151916388e-18,2.775305274178224701e-01
3.119999999999999996e-01,1.699089861701594373e+00,1.758863914973554654e-18,2.774357928822747121e-01
3.180000000000000049e-01,1.699042120829034275e+00,1.055826568752485373e-18,2.773406066172344753e-01
3.240000000000000102e-01,1.698992135489874045e+00,1.040283514170368961e-17,2.772449676985830336e-01
3.300000000000000155e-01,1.698939877330410297e+00,5.815304699374398978e-18,2.771488752341743078e-01
3.360000000000000209e-01,1.698885317712758081e+00,9.257223080542248406e-18,2.770523283647094992e-01
3.420000000000000262e-01,1.698828427714637712e+00,3.989101665094127447e-18,2.769553262646339276e-01
3.480000000000000315e-01,1.698769178127101043e+00,8.322522223247127982e-18,2.768578681430426958e-01
3.539999999999999813e-01,1.698707539453323534e+00,3.919644963419274819e-18,2.767599532446109456e-01
